tle_age_days,error_km
4.0,6.489
4.5,8.212
5.0,10.334
5.5,12.544
6.0,16.068
6.5,20.351
7.0,24.629
0.25,0.211
0.5,0.082
0.75,0.151
1.0,0.236
1.5,0.103
2.0,1.111
2.5,2.246
3.0,3.632
3.5,5.222
4.0,6.495
4.5,8.218
5.0,10.339
5.5,12.549
6.0,16.073
6.5,20.356
7.0,24.634
0.25,0.09
0.5,0.025
0.75,0.209
1.0,0.467
1.5,1.15
2.0,2.337
2.5,4.066
3.0,5.985
3.5,7.245
4.0,10.239
4.5,12.643
5.0,15.974
5.5,19.401
6.0,23.685
6.5,29.136
7.0,35.002
0.25,0.094
0.5,0.019
0.75,0.204
1.0,0.461
1.5,1.144
2.0,2.331
2.5,4.059
3.0,5.978
3.5,7.239
4.0,10.232
4.5,12.637
5.0,15.968
5.5,19.395
6.0,23.678
6.5,29.13
7.0,34.996
0.25,0.051
0.5,0.166
0.75,0.339
1.0,0.654
1.5,0.951
2.0,2.031
2.5,2.991
3.0,4.926
3.5,5.489
4.0,6.016
4.5,7.926
5.0,10.146
5.5,12.375
6.0,15.516
6.5,19.582
7.0,95.313
0.25,0.045
0.5,0.159
0.75,0.333
1.0,0.648
1.5,0.945
2.0,2.025
2.5,2.986
3.0,4.921
3.5,5.484
4.0,6.011
4.5,7.921
5.0,10.141
5.5,12.371
6.0,15.512
6.5,19.579
7.0,95.309
0.25,0.024
0.5,0.033
0.75,0.248
1.0,0.32
1.5,0.278
2.0,0.99
2.5,0.84
3.0,1.933
3.5,1.574
4.0,1.659
4.5,2.311
5.0,3.652
5.5,4.532
6.0,6.216
6.5,8.806
7.0,127.242
0.25,0.024
0.5,0.033
0.75,0.248
1.0,0.32
1.5,0.278
2.0,0.99
2.5,0.84
3.0,1.933
3.5,1.574
4.0,1.659
4.5,2.311
5.0,3.652
5.5,4.532
6.0,6.216
6.5,8.806
7.0,127.242
0.25,0.033
0.5,0.132
0.75,0.205
1.0,0.24
1.5,0.43
2.0,0.544
2.5,1.231
3.0,1.066
3.5,0.329
4.0,0.787
4.5,0.736
5.0,1.841
5.5,2.412
6.0,3.84
6.5,62.942
7.0,185.497
0.25,0.033
0.5,0.132
0.75,0.205
1.0,0.24
1.5,0.43
2.0,0.544
2.5,1.231
3.0,1.066
3.5,0.329
4.0,0.787
4.5,0.736
5.0,1.841
5.5,2.412
6.0,3.84
6.5,62.942
7.0,185.497
0.25,0.126
0.5,0.049
0.75,0.136
1.0,0.366
1.5,1.013
2.0,0.636
2.5,1.204
3.0,1.539
3.5,2.018
4.0,2.201
4.5,1.529
5.0,1.274
5.5,0.558
6.0,117.869
6.5,241.201
7.0,359.769
0.25,0.137
0.5,0.061
0.75,0.135
1.0,0.356
1.5,1.025
2.0,0.646
2.5,1.216
3.0,1.55
3.5,2.03
4.0,2.213
4.5,1.54
5.0,1.282
5.5,0.568
6.0,117.857
6.5,241.19
7.0,359.757
0.25,0.104
0.5,0.137
0.75,0.122
1.0,0.815
1.5,1.563
2.0,1.689
2.5,2.918
3.0,3.572
3.5,4.37
4.0,5.146
4.5,5.102
5.0,5.143
5.5,74.587
6.0,188.478
6.5,307.149
7.0,425.871
0.25,0.086
0.5,0.128
0.75,1.404
1.0,0.384
1.5,0.198
2.0,0.438
2.5,0.311
3.0,1.307
3.5,2.077
4.0,3.855
4.5,6.323
5.0,109.582
5.5,225.691
6.0,340.898
6.5,463.773
0.25,0.192
0.5,0.925
0.75,0.529
1.0,0.307
1.5,0.146
2.0,0.443
2.5,1.294
3.0,2.713
3.5,4.213
4.0,6.685
4.5,10.004
5.0,145.506
5.5,261.391
6.0,377.56
0.25,0.187
0.5,0.92
0.75,0.534
1.0,0.312
1.5,0.143
2.0,0.445
2.5,1.299
3.0,2.718
3.5,4.218
4.0,6.69
4.5,10.009
5.0,145.511
5.5,261.397
6.0,377.565
0.25,0.496
0.5,1.493
0.75,1.093
1.0,1.615
1.5,2.206
2.0,3.715
2.5,6.053
3.0,9.13
3.5,12.617
4.0,16.831
4.5,64.802
5.0,190.42
5.5,307.439
6.0,427.599
0.25,3.445
0.5,9.148
0.75,17.436
1.0,27.791
1.5,55.803
2.0,93.616
2.5,142.348
3.0,202.007
3.5,271.062
4.0,350.0
0.25,1.288
0.5,5.208
0.75,11.829
1.0,21.787
1.5,50.866
2.0,90.644
2.5,140.677
3.0,203.316
3.5,278.059
4.0,392.401
0.25,1.288
0.5,5.208
0.75,11.829
1.0,21.786
1.5,50.866
2.0,90.643
2.5,140.676
3.0,203.315
3.5,278.058
4.0,392.4
0.25,0.293
0.5,0.303
0.75,0.27
1.0,0.283
1.5,0.565
2.0,2.166
2.5,4.171
3.0,6.088
3.5,44.235
4.0,161.053
4.5,283.769
5.0,405.623
0.25,0.293
0.5,0.303
0.75,0.27
1.0,0.283
1.5,0.565
2.0,2.166
2.5,4.171
3.0,6.088
3.5,44.235
4.0,161.053
4.5,283.769
5.0,405.623
0.25,0.115
0.5,0.223
0.75,0.573
1.0,0.809
1.5,2.025
2.0,3.803
2.5,5.779
3.0,35.355
3.5,150.129
4.0,266.807
4.5,389.863
0.25,0.186
0.5,0.298
0.75,0.506
1.0,0.795
1.5,1.391
2.0,2.51
2.5,4.066
3.0,137.379
3.5,251.129
4.0,365.313
4.5,486.355
0.25,0.035
0.5,0.224
0.75,0.504
1.0,0.797
1.5,1.559
2.0,2.439
2.5,46.447
3.0,167.326
3.5,279.55
4.0,394.867
0.25,0.032
0.5,0.218
0.75,0.498
1.0,0.791
1.5,1.552
2.0,2.432
2.5,46.44
3.0,167.32
3.5,279.543
4.0,394.86
0.25,0.077
0.5,0.059
0.75,0.141
1.0,0.234
1.5,0.589
2.0,12.995
2.5,132.994
3.0,250.922
3.5,359.79
4.0,472.358
0.25,0.077
0.5,0.059
0.75,0.141
1.0,0.234
1.5,0.589
2.0,12.995
2.5,132.994
3.0,250.922
3.5,359.79
4.0,472.358
0.25,0.058
0.5,0.11
0.75,0.209
1.0,0.196
1.5,20.396
2.0,133.855
2.5,254.626
3.0,370.682
3.5,480.896
0.25,0.053
0.5,0.095
0.75,0.283
1.0,0.228
1.5,108.16
2.0,223.104
2.5,341.443
3.0,457.939
0.25,0.053
0.5,0.095
0.75,0.283
1.0,0.228
1.5,108.16
2.0,223.104
2.5,341.443
3.0,457.939
0.25,0.106
0.5,0.263
0.75,0.227
1.0,71.4
1.5,184.152
2.0,297.514
2.5,417.286
0.25,0.113
0.5,0.257
0.75,0.222
1.0,71.393
1.5,184.145
2.0,297.507
2.5,417.28
0.25,0.406
0.5,0.581
0.75,73.049
1.0,132.912
1.5,245.788
2.0,359.275
2.5,479.44
0.25,42.244
0.5,101.663
0.75,164.063
1.0,222.554
1.5,332.929
2.0,447.198
0.25,42.232
0.5,101.651
0.75,164.051
1.0,222.542
1.5,332.917
2.0,447.186
0.25,2.435
0.5,3.363
0.75,3.834
1.0,2.174
1.5,1.35
2.0,2.582
2.5,2.444
3.0,1.213
3.5,4.306
4.0,6.152
4.5,8.832
5.0,15.401
5.5,21.103
6.0,24.659
6.5,29.291
7.0,38.907
0.25,2.428
0.5,3.356
0.75,3.828
1.0,2.168
1.5,1.344
2.0,2.576
2.5,2.438
3.0,1.218
3.5,4.313
4.0,6.159
4.5,8.839
5.0,15.408
5.5,21.11
6.0,24.666
6.5,29.298
7.0,38.913
0.25,1.703
0.5,2.994
0.75,3.759
1.0,5.696
1.5,9.996
2.0,15.253
2.5,21.608
3.0,29.959
3.5,39.564
4.0,50.202
4.5,61.439
5.0,74.655
5.5,88.619
6.0,103.697
6.5,120.045
7.0,138.98
0.25,0.617
0.5,0.895
0.75,1.041
1.0,1.479
1.5,1.61
2.0,2.681
2.5,3.442
3.0,3.971
3.5,4.04
4.0,5.094
4.5,6.493
5.0,7.709
5.5,8.674
6.0,9.577
6.5,10.707
7.0,11.27
0.25,0.611
0.5,0.889
0.75,1.035
1.0,1.472
1.5,1.603
2.0,2.674
2.5,3.436
3.0,3.964
3.5,4.033
4.0,5.087
4.5,6.486
5.0,7.702
5.5,8.667
6.0,9.571
6.5,10.7
7.0,11.263
0.25,0.146
0.5,0.345
0.75,0.201
1.0,0.438
1.5,0.933
2.0,1.675
2.5,2.989
3.0,4.313
3.5,6.219
4.0,7.73
4.5,9.237
5.0,11.023
5.5,14.044
6.0,16.838
6.5,19.768
7.0,23.254
0.25,0.153
0.5,0.351
0.75,0.207
1.0,0.444
1.5,0.94
2.0,1.681
2.5,2.996
3.0,4.32
3.5,6.226
4.0,7.737
4.5,9.243
5.0,11.03
5.5,14.051
6.0,16.845
6.5,19.775
7.0,23.26
0.25,0.247
0.5,0.405
0.75,0.484
1.0,0.48
1.5,0.638
2.0,0.656
2.5,0.384
3.0,0.557
3.5,0.399
4.0,0.874
4.5,0.092
5.0,0.936
5.5,1.319
6.0,2.189
6.5,2.471
7.0,3.851
0.25,0.057
0.5,0.011
0.75,0.077
1.0,0.238
1.5,0.069
2.0,0.339
2.5,0.152
3.0,0.544
3.5,0.277
4.0,1.427
4.5,1.328
5.0,1.508
5.5,0.575
6.0,1.591
6.5,1.423
7.0,1.773
0.25,0.02
0.5,0.045
0.75,0.127
1.0,0.303
1.5,0.546
2.0,1.292
2.5,1.35
3.0,1.569
3.5,1.326
4.0,1.818
4.5,2.073
5.0,3.078
5.5,4.088
6.0,4.94
6.5,5.012
7.0,6.533
0.25,0.02
0.5,0.045
0.75,0.127
1.0,0.303
1.5,0.546
2.0,1.292
2.5,1.35
3.0,1.569
3.5,1.326
4.0,1.818
4.5,2.073
5.0,3.078
5.5,4.088
6.0,4.94
6.5,5.012
7.0,6.533
0.25,0.066
0.5,0.164
0.75,0.152
1.0,0.245
1.5,0.438
2.0,0.554
2.5,0.117
3.0,0.993
3.5,1.379
4.0,1.434
4.5,1.47
5.0,1.788
5.5,1.075
6.0,2.1
6.5,2.394
7.0,2.407
0.25,0.067
0.5,0.171
0.75,0.157
1.0,0.248
1.5,0.445
2.0,0.559
2.5,0.112
3.0,0.988
3.5,1.372
4.0,1.429
4.5,1.464
5.0,1.782
5.5,1.069
6.0,2.095
6.5,2.387
7.0,2.402
0.25,0.22
0.5,0.255
0.75,0.236
1.0,0.265
1.5,0.546
2.0,0.362
2.5,0.746
3.0,1.687
3.5,1.363
4.0,1.966
4.5,2.405
5.0,2.951
5.5,2.51
6.0,3.729
6.5,4.464
7.0,4.551
0.25,0.227
0.5,0.262
0.75,0.242
1.0,0.27
1.5,0.552
2.0,0.363
2.5,0.739
3.0,1.68
3.5,1.357
4.0,1.96
4.5,2.399
5.0,2.944
5.5,2.503
6.0,3.723
6.5,4.458
7.0,4.545
0.25,0.078
0.5,0.042
0.75,0.097
1.0,0.26
1.5,0.256
2.0,0.423
2.5,1.309
3.0,1.421
3.5,1.211
4.0,1.633
4.5,2.056
5.0,2.23
5.5,1.911
6.0,2.888
6.5,3.207
7.0,3.525
0.25,0.084
0.5,0.048
0.75,0.092
1.0,0.265
1.5,0.263
2.0,0.419
2.5,1.302
3.0,1.415
3.5,1.204
4.0,1.627
4.5,2.049
5.0,2.224
5.5,1.905
6.0,2.882
6.5,3.2
7.0,3.519
0.25,0.116
0.5,0.223
0.75,0.173
1.0,0.339
1.5,0.236
2.0,0.665
2.5,1.495
3.0,0.858
3.5,0.268
4.0,0.827
4.5,0.573
5.0,1.072
5.5,0.561
6.0,1.291
6.5,0.303
7.0,1.645
0.25,0.116
0.5,0.223
0.75,0.173
1.0,0.339
1.5,0.236
2.0,0.665
2.5,1.495
3.0,0.858
3.5,0.268
4.0,0.827
4.5,0.573
5.0,1.072
5.5,0.561
6.0,1.291
6.5,0.303
7.0,1.645
0.25,0.385
0.5,0.21
0.75,0.279
1.0,0.207
1.5,0.188
2.0,1.1
2.5,0.95
3.0,0.943
3.5,0.098
4.0,0.937
4.5,0.54
5.0,1.086
5.5,0.686
6.0,1.322
6.5,0.124
7.0,1.684
0.25,0.391
0.5,0.216
0.75,0.285
1.0,0.208
1.5,0.181
2.0,1.094
2.5,0.943
3.0,0.937
3.5,0.093
4.0,0.934
4.5,0.534
5.0,1.085
5.5,0.693
6.0,1.325
6.5,0.128
7.0,1.687
0.25,0.15
0.5,0.228
0.75,0.53
1.0,0.471
1.5,1.176
2.0,1.547
2.5,1.547
3.0,1.273
3.5,0.773
4.0,1.2
4.5,1.236
5.0,1.202
5.5,0.338
6.0,1.361
6.5,0.269
7.0,1.626
0.25,0.123
0.5,0.011
0.75,0.095
1.0,0.289
1.5,0.021
2.0,0.685
2.5,1.321
3.0,2.769
3.5,4.096
4.0,5.621
4.5,6.571
5.0,8.824
5.5,11.319
6.0,12.979
6.5,14.71
7.0,17.91
0.25,0.123
0.5,0.011
0.75,0.095
1.0,0.289
1.5,0.021
2.0,0.685
2.5,1.321
3.0,2.769
3.5,4.096
4.0,5.621
4.5,6.571
5.0,8.824
5.5,11.319
6.0,12.979
6.5,14.71
7.0,17.91
0.25,0.192
0.5,0.08
0.75,0.125
1.0,0.401
1.5,0.39
2.0,0.806
2.5,1.647
3.0,2.906
3.5,4.569
4.0,5.743
4.5,6.936
5.0,9.46
5.5,11.805
6.0,13.613
6.5,15.519
7.0,18.445
0.25,0.186
0.5,0.073
0.75,0.121
1.0,0.396
1.5,0.383
2.0,0.812
2.5,1.653
3.0,2.913
3.5,4.576
4.0,5.75
4.5,6.943
5.0,9.467
5.5,11.812
6.0,13.62
6.5,15.526
7.0,18.452
0.25,0.254
0.5,0.177
0.75,0.184
1.0,0.339
1.5,1.634
2.0,3.093
2.5,4.737
3.0,6.596
3.5,9.352
4.0,11.602
4.5,14.155
5.0,17.828
5.5,21.406
6.0,24.779
6.5,27.997
7.0,32.616
0.25,0.176
0.5,0.334
0.75,0.473
1.0,0.35
1.5,1.296
2.0,2.529
2.5,3.589
3.0,5.262
3.5,7.159
4.0,8.922
4.5,10.867
5.0,13.47
5.5,16.546
6.0,19.145
6.5,21.268
7.0,24.84
0.25,0.176
0.5,0.334
0.75,0.473
1.0,0.35
1.5,1.296
2.0,2.529
2.5,3.589
3.0,5.262
3.5,7.159
4.0,8.922
4.5,10.867
5.0,13.47
5.5,16.546
6.0,19.145
6.5,21.268
7.0,24.84
0.25,0.113
0.5,0.124
0.75,1.231
1.0,2.038
1.5,3.8
2.0,5.89
2.5,7.905
3.0,10.759
3.5,14.104
4.0,17.303
4.5,20.832
5.0,24.983
5.5,29.977
6.0,34.161
6.5,38.374
7.0,44.335
0.25,0.11
0.5,0.13
0.75,1.238
1.0,2.044
1.5,3.807
2.0,5.897
2.5,7.912
3.0,10.766
3.5,14.11
4.0,17.31
4.5,20.839
5.0,24.989
5.5,29.984
6.0,34.168
6.5,38.381
7.0,44.341
0.25,0.654
0.5,0.987
0.75,1.581
1.0,1.931
1.5,3.184
2.0,4.119
2.5,5.298
3.0,6.935
3.5,8.848
4.0,10.376
4.5,11.5
5.0,13.87
5.5,16.274
6.0,17.819
6.5,19.412
7.0,21.852
0.25,0.075
0.5,0.096
0.75,0.21
1.0,0.31
1.5,0.258
2.0,0.526
2.5,0.586
3.0,1.072
3.5,0.801
4.0,2.095
4.5,3.096
5.0,3.691
5.5,4.37
6.0,6.305
6.5,8.225
7.0,10.089
0.25,0.143
0.5,0.289
0.75,0.633
1.0,1.238
1.5,2.045
2.0,3.683
2.5,5.752
3.0,7.637
3.5,9.899
4.0,13.039
4.5,16.562
5.0,20.24
5.5,23.84
6.0,28.603
6.5,34.446
7.0,40.062
0.25,0.137
0.5,0.282
0.75,0.627
1.0,1.232
1.5,2.039
2.0,3.677
2.5,5.745
3.0,7.631
3.5,9.893
4.0,13.032
4.5,16.555
5.0,20.233
5.5,23.833
6.0,28.596
6.5,34.439
7.0,40.056
0.25,0.054
0.5,0.452
0.75,0.929
1.0,1.679
1.5,2.754
2.0,4.946
2.5,7.286
3.0,9.609
3.5,12.732
4.0,16.648
4.5,21.178
5.0,25.484
5.5,29.962
6.0,36.26
6.5,43.311
7.0,50.262
0.25,0.054
0.5,0.452
0.75,0.929
1.0,1.679
1.5,2.754
2.0,4.946
2.5,7.286
3.0,9.609
3.5,12.732
4.0,16.648
4.5,21.178
5.0,25.484
5.5,29.962
6.0,36.26
6.5,43.311
7.0,50.262
0.25,0.209
0.5,0.64
0.75,0.956
1.0,0.892
1.5,1.793
2.0,3.124
2.5,4.29
3.0,5.811
3.5,7.279
4.0,9.554
4.5,12.438
5.0,14.811
5.5,17.3
6.0,21.532
6.5,26.033
7.0,29.988
0.25,0.365
0.5,0.23
0.75,0.182
1.0,0.389
1.5,0.416
2.0,1.045
2.5,1.296
3.0,1.887
3.5,1.932
4.0,3.28
4.5,4.475
5.0,4.968
5.5,5.927
6.0,8.37
6.5,10.78
7.0,11.998
0.25,0.358
0.5,0.223
0.75,0.178
1.0,0.385
1.5,0.41
2.0,1.039
2.5,1.289
3.0,1.881
3.5,1.925
4.0,3.273
4.5,4.468
5.0,4.962
5.5,5.92
6.0,8.363
6.5,10.773
7.0,11.992
0.25,0.356
0.5,0.334
0.75,0.523
1.0,0.816
1.5,1.453
2.0,1.957
2.5,2.102
3.0,3.172
3.5,4.184
4.0,4.602
4.5,5.035
5.0,6.062
5.5,6.702
6.0,6.541
6.5,6.576
7.0,7.744
0.25,0.362
0.5,0.341
0.75,0.529
1.0,0.823
1.5,1.46
2.0,1.964
2.5,2.109
3.0,3.179
3.5,4.19
4.0,4.609
4.5,5.042
5.0,6.068
5.5,6.709
6.0,6.547
6.5,6.583
7.0,7.751
0.25,0.282
0.5,0.435
0.75,0.587
1.0,0.7
1.5,0.802
2.0,1.671
2.5,2.44
3.0,2.869
3.5,3.545
4.0,5.075
4.5,6.518
5.0,8.058
5.5,9.717
6.0,12.433
6.5,14.898
7.0,16.481
0.25,0.282
0.5,0.435
0.75,0.587
1.0,0.7
1.5,0.802
2.0,1.671
2.5,2.44
3.0,2.869
3.5,3.545
4.0,5.075
4.5,6.518
5.0,8.058
5.5,9.717
6.0,12.433
6.5,14.898
7.0,16.481
0.25,0.026
0.5,0.089
0.75,0.225
1.0,0.537
1.5,0.786
2.0,1.084
2.5,1.306
3.0,1.76
3.5,2.276
4.0,2.685
4.5,2.223
5.0,2.491
5.5,2.514
6.0,2.693
6.5,2.4
7.0,3.613
0.25,0.077
0.5,0.027
0.75,0.081
1.0,0.115
1.5,0.271
2.0,0.615
2.5,1.142
3.0,1.643
3.5,1.647
4.0,2.797
4.5,4.366
5.0,5.934
5.5,6.606
6.0,8.328
6.5,9.613
7.0,10.595
0.25,0.072
0.5,0.026
0.75,0.087
1.0,0.114
1.5,0.27
2.0,0.613
2.5,1.14
3.0,1.638
3.5,1.64
4.0,2.788
4.5,4.357
5.0,5.923
5.5,6.593
6.0,8.313
6.5,9.597
7.0,10.577
0.25,0.116
0.5,0.179
0.75,0.243
1.0,0.298
1.5,0.038
2.0,0.302
2.5,0.699
3.0,1.097
3.5,1.0
4.0,2.196
4.5,3.528
5.0,4.609
5.5,5.064
6.0,5.964
6.5,7.209
7.0,7.693
0.25,0.164
0.5,0.345
0.75,0.496
1.0,0.572
1.5,0.474
2.0,1.06
2.5,1.841
3.0,2.265
3.5,2.814
4.0,4.453
4.5,6.435
5.0,7.534
5.5,8.395
6.0,9.735
6.5,11.546
7.0,12.731
0.25,0.016
0.5,0.038
0.75,0.357
1.0,0.499
1.5,0.858
2.0,1.499
2.5,2.775
3.0,4.169
3.5,5.568
4.0,7.177
4.5,8.736
5.0,9.92
5.5,11.033
6.0,13.829
6.5,17.04
7.0,20.504
0.25,0.031
0.5,0.327
0.75,0.561
1.0,0.781
1.5,1.056
2.0,2.087
2.5,3.61
3.0,5.428
3.5,6.598
4.0,8.461
4.5,9.896
5.0,11.386
5.5,12.703
6.0,16.012
6.5,19.581
7.0,23.648
0.25,0.252
0.5,0.247
0.75,0.276
1.0,0.278
1.5,0.05
2.0,0.836
2.5,0.799
3.0,0.953
3.5,0.174
4.0,0.869
4.5,0.573
5.0,1.173
5.5,0.251
6.0,2.106
6.5,4.154
7.0,6.508
0.25,0.152
0.5,0.203
0.75,0.291
1.0,0.671
1.5,0.174
2.0,0.465
2.5,1.098
3.0,2.387
3.5,3.722
4.0,4.019
4.5,3.999
5.0,3.994
5.5,3.191
6.0,1.921
6.5,0.777
7.0,3.179
0.25,0.282
0.5,0.274
0.75,0.164
1.0,0.356
1.5,1.15
2.0,2.613
2.5,3.814
3.0,5.894
3.5,7.313
4.0,8.092
4.5,8.121
5.0,8.453
5.5,8.326
6.0,7.352
6.5,5.583
7.0,5.104
0.25,0.128
0.5,0.331
0.75,0.232
1.0,0.251
1.5,0.435
2.0,1.309
2.5,2.935
3.0,4.894
3.5,8.091
4.0,12.65
4.5,17.841
5.0,23.473
5.5,29.959
6.0,37.323
6.5,45.92
7.0,54.321
0.25,0.128
0.5,0.331
0.75,0.232
1.0,0.251
1.5,0.435
2.0,1.309
2.5,2.935
3.0,4.894
3.5,8.091
4.0,12.65
4.5,17.841
5.0,23.473
5.5,29.959
6.0,37.323
6.5,45.92
7.0,54.321
0.25,0.241
0.5,0.155
0.75,0.267
1.0,0.561
1.5,1.025
2.0,2.763
2.5,5.147
3.0,8.397
3.5,12.528
4.0,18.219
4.5,24.608
5.0,31.701
5.5,39.136
6.0,48.354
6.5,58.066
0.25,0.246
0.5,0.16
0.75,0.272
1.0,0.566
1.5,1.031
2.0,2.768
2.5,5.152
3.0,8.402
3.5,12.533
4.0,18.224
4.5,24.614
5.0,31.706
5.5,39.141
6.0,48.36
6.5,58.072
0.25,0.261
0.5,0.324
0.75,0.299
1.0,0.314
1.5,0.077
2.0,1.644
2.5,3.557
3.0,6.502
3.5,10.242
4.0,15.155
4.5,20.81
5.0,27.058
5.5,33.365
6.0,41.663
6.5,50.157
0.25,0.202
0.5,0.382
0.75,0.638
1.0,0.763
1.5,2.132
2.0,4.403
2.5,7.701
3.0,11.666
3.5,16.329
4.0,22.217
4.5,29.015
5.0,35.742
5.5,43.645
6.0,52.604
7.0,436.955
0.25,0.202
0.5,0.382
0.75,0.637
1.0,0.762
1.5,2.131
2.0,4.403
2.5,7.7
3.0,11.665
3.5,16.328
4.0,22.215
4.5,29.013
5.0,35.739
5.5,43.643
6.0,52.602
7.0,436.952
0.25,0.109
0.5,0.383
0.75,0.529
1.0,0.415
1.5,0.032
2.0,1.335
2.5,3.034
3.0,5.387
3.5,7.87
4.0,11.346
4.5,15.317
5.0,19.109
5.5,23.256
6.0,28.333
7.0,495.229
0.25,0.117
0.5,0.39
0.75,0.538
1.0,0.426
1.5,0.034
2.0,1.331
2.5,3.026
3.0,5.38
3.5,7.862
4.0,11.34
4.5,15.309
5.0,19.102
5.5,23.249
6.0,28.326
7.0,495.222
0.25,0.209
0.5,0.202
0.75,0.13
1.0,0.318
1.5,1.008
2.0,2.812
2.5,5.189
3.0,7.863
3.5,10.931
4.0,14.87
4.5,19.061
5.0,23.793
5.5,28.564
6.5,404.317
0.25,0.193
0.5,0.444
0.75,0.663
1.0,1.011
1.5,2.265
2.0,4.113
2.5,6.353
3.0,8.877
3.5,11.658
4.0,14.602
4.5,18.541
5.0,22.096
6.0,399.5
0.25,0.281
0.5,0.564
0.75,0.781
1.0,1.142
1.5,2.437
2.0,4.304
2.5,6.535
3.0,9.057
3.5,11.788
4.0,14.593
4.5,18.501
5.0,21.961
6.0,417.303
0.25,0.03
0.5,0.078
0.75,0.126
1.0,0.277
1.5,0.484
2.0,1.352
2.5,2.175
3.0,3.247
3.5,3.736
4.0,5.083
4.5,6.2
6.0,469.153
0.25,0.151
0.5,0.156
0.75,0.137
1.0,0.274
1.5,0.354
2.0,0.805
2.5,1.281
3.0,1.987
3.5,1.637
4.0,2.516
4.5,2.838
5.5,381.715
0.25,0.157
0.5,0.163
0.75,0.136
1.0,0.271
1.5,0.347
2.0,0.8
2.5,1.274
3.0,1.981
3.5,1.63
4.0,2.51
4.5,2.831
5.5,381.708
0.25,0.213
0.5,0.367
0.75,0.476
1.0,0.852
1.5,1.045
2.0,1.557
2.5,2.26
3.0,2.415
3.5,2.699
4.0,3.179
5.0,368.618
0.25,0.207
0.5,0.361
0.75,0.469
1.0,0.846
1.5,1.039
2.0,1.551
2.5,2.253
3.0,2.409
3.5,2.692
4.0,3.173
5.0,368.612
0.25,0.126
0.5,0.202
0.75,0.599
1.0,0.748
1.5,0.966
2.0,1.573
2.5,1.894
3.0,2.363
3.5,2.39
5.0,477.307
0.25,0.153
0.5,0.249
0.75,0.365
1.0,0.453
1.5,0.559
2.0,0.902
2.5,0.797
3.0,1.111
3.5,0.716
4.5,364.446
0.25,0.125
0.5,0.08
0.75,0.222
1.0,0.272
1.5,0.158
2.0,0.416
2.5,0.294
4.0,457.83
0.25,0.167
0.5,0.421
0.75,0.864
1.0,0.842
1.5,1.435
3.0,470.145
0.25,0.176
0.5,0.487
0.75,0.339
1.0,0.576
1.5,0.847
2.5,398.92
0.25,0.32
0.5,0.201
0.75,0.398
1.0,0.603
1.5,0.851
2.5,417.131
0.25,0.475
0.5,0.707
0.75,0.964
1.0,1.267
2.0,353.319
2.5,495.403
0.25,0.475
0.5,0.707
0.75,0.964
1.0,1.267
2.0,353.319
2.5,495.403
0.25,0.873
0.5,1.161
2.0,459.326
0.25,0.88
0.5,1.167
2.0,459.32
0.25,0.132
0.5,0.511
0.75,0.61
1.0,1.132
1.5,2.234
2.0,3.299
2.5,3.929
3.0,4.742
3.5,4.784
4.0,4.132
4.5,2.818
5.0,2.455
5.5,0.686
6.0,2.297
6.5,4.79
7.0,7.517
0.25,0.132
0.5,0.511
0.75,0.61
1.0,1.132
1.5,2.234
2.0,3.299
2.5,3.929
3.0,4.742
3.5,4.784
4.0,4.132
4.5,2.818
5.0,2.455
5.5,0.686
6.0,2.297
6.5,4.79
7.0,7.517
0.25,0.408
0.5,0.686
0.75,0.884
1.0,1.29
1.5,2.118
2.0,3.847
2.5,6.282
3.0,9.657
3.5,13.564
4.0,19.186
4.5,25.158
5.0,31.751
5.5,39.347
6.0,48.415
6.5,58.357
7.0,68.548
0.25,0.401
0.5,0.68
0.75,0.877
1.0,1.284
1.5,2.111
2.0,3.84
2.5,6.276
3.0,9.651
3.5,13.557
4.0,19.179
4.5,25.151
5.0,31.745
5.5,39.34
6.0,48.408
6.5,58.35
7.0,68.541
0.25,0.099
0.5,0.198
0.75,0.361
1.0,0.626
1.5,1.342
2.0,3.419
2.5,5.963
3.0,9.492
3.5,13.694
4.0,19.362
4.5,25.599
5.0,32.384
5.5,40.132
6.0,49.663
6.5,59.677
7.0,70.046
0.25,0.177
0.5,0.37
0.75,0.754
1.0,1.073
1.5,2.524
2.0,4.988
2.5,8.598
3.0,12.543
3.5,17.41
4.0,23.754
4.5,30.784
5.0,38.349
5.5,46.991
6.0,57.236
6.5,68.104
7.0,79.657
0.25,0.171
0.5,0.364
0.75,0.747
1.0,1.067
1.5,2.518
2.0,4.982
2.5,8.591
3.0,12.536
3.5,17.403
4.0,23.748
4.5,30.777
5.0,38.342
5.5,46.984
6.0,57.229
6.5,68.098
7.0,79.651
0.25,0.062
0.5,0.22
0.75,0.268
1.0,0.614
1.5,1.637
2.0,3.873
2.5,6.61
3.0,9.784
3.5,13.535
4.0,18.622
4.5,24.281
5.0,30.152
5.5,37.006
6.0,45.213
6.5,53.915
7.0,63.251
0.25,0.062
0.5,0.213
0.75,0.261
1.0,0.608
1.5,1.63
2.0,3.867
2.5,6.604
3.0,9.777
3.5,13.528
4.0,18.616
4.5,24.274
5.0,30.145
5.5,36.999
6.0,45.207
6.5,53.908
7.0,63.244
0.25,0.244
0.5,0.228
0.75,0.249
1.0,0.147
1.5,0.327
2.0,1.645
2.5,3.103
3.0,4.628
3.5,6.575
4.0,9.547
4.5,12.635
